conversation_no,talk_day,length,topic_description,prompt,from_caller_sex,from_caller_education,from_caller_birth_year,from_caller_dialect_area,to_caller_sex,to_caller_education,to_caller_birth_year,to_caller_dialect_area,from_caller_id,to_caller_id
61004,920131,0,  having a cup of tea  ,,FEMALE,9,1917,Central Northern England,MALE,9,1917,Central Northern England,PS01V,PS01T
61402,920207,0,Unspecified,,FEMALE,9,1917,Central Northern England,MALE,9,1917,Central Northern England,PS01V,PS01T
61502,920207,0,Unspecified,,MALE,9,1917,Central Northern England,FEMALE,9,1917,Central Northern England,PS01T,PS01V
61503,920207,0,Unspecified,,FEMALE,9,1917,Central Northern England,MALE,9,1917,Central Northern England,PS01V,PS01T
61504,920207,0,Unspecified,,FEMALE,9,1917,Central Northern England,MALE,9,1917,Central Northern England,PS01V,PS01T
61505,920207,0,Unspecified,,MALE,9,1917,Central Northern England,FEMALE,9,1917,Central Northern England,PS01T,PS01V
61506,920207,0,Unspecified,,FEMALE,9,1917,Central Northern England,MALE,9,1917,Central Northern England,PS01V,PS01T
61507,920207,0,Unspecified,,MALE,9,1917,Central Northern England,FEMALE,9,1917,Central Northern England,PS01T,PS01V
61508,920207,0,Unspecified,,FEMALE,9,1917,Central Northern England,MALE,9,1917,Central Northern England,PS01V,PS01T
61509,920207,0,Unspecified,,FEMALE,9,1917,Central Northern England,MALE,9,1917,Central Northern England,PS01V,PS01T
61510,920207,0,Unspecified,,MALE,9,1917,Central Northern England,FEMALE,9,1917,Central Northern England,PS01T,PS01V
24701,920312,203, feeding baby ,,FEMALE,9,1962,South Midlands,MALE,9,1789,UNK,PS0JJ,PS0JK
24702,920312,1137, relaxing ,,MALE,9,1962,UNK,FEMALE,9,1962,South Midlands,PS0JL,PS0JJ
24703,920312,53, relaxing ,,FEMALE,9,1962,South Midlands,MALE,9,1962,UNK,PS0JJ,PS0JL
24704,920312,146, relaxing ,,FEMALE,9,1962,South Midlands,MALE,9,1962,UNK,PS0JJ,PS0JL
24705,920312,26, relaxing ,,FEMALE,9,1962,South Midlands,MALE,9,1962,UNK,PS0JJ,PS0JL
24706,920313,330, having cup of tea ,,MALE,9,1962,UNK,FEMALE,9,1962,South Midlands,PS0JL,PS0JJ
24708,920313,490, feeding baby ,,FEMALE,9,1962,South Midlands,MALE,9,1789,UNK,PS0JJ,PS0JK
24709,920313,165, playing with baby ,,MALE,9,1789,UNK,FEMALE,9,1962,South Midlands,PS0JK,PS0JJ
24802,920313,641," feeding baby,watching TV,preparing meal, relaxing ",,FEMALE,9,1962,South Midlands,MALE,9,1962,UNK,PS0JJ,PS0JL
24804,920314,216, feeding baby ,,FEMALE,9,1962,South Midlands,MALE,9,1789,UNK,PS0JJ,PS0JK
25205,920318,279, relaxing ,,MALE,9,1962,UNK,FEMALE,9,1962,South Midlands,PS0JL,PS0JJ
25302,920319,1104, eating lunch ,,MALE,9,1962,UNK,FEMALE,9,1962,South Midlands,PS0JL,PS0JJ
25401,920320,11, having breakfast ,,FEMALE,9,1962,South Midlands,MALE,9,1962,UNK,PS0JJ,PS0JL
25402,920320,952, having breakfast ,,FEMALE,9,1962,South Midlands,MALE,9,1962,UNK,PS0JJ,PS0JL
25403,920320,55, ironing ,,FEMALE,9,1962,South Midlands,FEMALE,9,1962,UNK,PS0JJ,PS0JS
134401,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,UNKNOWN,9,1789,UNK,KSNPSUNK,KSNPSUGP
134601,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,UNKNOWN,9,1789,UNK,KSNPSUNK,KSNPSUGP
134602,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,UNKNOWN,9,1789,UNK,KSNPSUNK,KSNPSUGP
135901,010101,0,Unspecified,,MALE,9,1789,UNK,MALE,9,1789,UNK,PS6NX,PS6NV
135904,010101,0,Unspecified,,MALE,9,1789,UNK,UNKNOWN,9,1789,UNK,PS6NV,KSNPSUNK
135905,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1789,UNK,KSNPSUNK,PS6NV
32903,920228,0, driving to hospital ,,MALE,9,1952,Merseyside,MALE,9,1982,Nothern England,PS50T,PS50X
33002,920228,0, driving home ,,MALE,9,1952,Merseyside,MALE,9,1982,Nothern England,PS50T,PS50X
6701,910603,411,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6702,910603,30,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6703,910603,84,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6704,910603,37,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6705,910603,38,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6706,910603,50,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6707,910603,30,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
6708,910603,39,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
6709,910603,52,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6711,910603,59,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6801,910603,42,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6802,910603,309,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6803,910603,201,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6804,910603,69,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6805,910603,44,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6806,910603,444,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6901,910603,22,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6902,910603,104,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6903,910603,67,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6904,910603,26,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6905,910603,140,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6906,910603,63,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6907,910603,34,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6908,910603,30,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
6909,910603,66,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7008,910605,35,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7010,910605,43,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7012,910605,88,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7014,910605,84,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7016,910605,104,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
7101,910603,45,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1961,London,PS0M4,PS13T
7103,910603,93,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1961,London,PS0M4,PS13T
7113,910603,133,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1961,London,PS0M4,PS13T
7201,910604,470,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
7202,910604,41,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
7203,910604,106,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
7204,910604,93,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7205,910604,82,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7206,910604,37,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
7207,910604,28,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7208,910604,60,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
7209,910604,39,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7210,910604,39,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7211,910604,32,Unspecified,,MALE,9,1981,London,FEMALE,9,1961,Home Counties,PS0M5,PS0M4
7212,910604,72,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7213,910604,30,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7301,910604,99,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7302,910604,240,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7306,910604,53,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7307,910604,24,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7401,910604,81,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7402,910604,36,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7403,910604,45,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7404,910604,53,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7405,910604,39,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7406,910604,80,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7407,910604,360,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7408,910604,79,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7504,910605,46,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7505,910605,56,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7506,910605,28,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7507,910605,22,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7601,910605,429,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7602,910606,1083,Unspecified,,MALE,9,1916,London,FEMALE,9,1961,Home Counties,PS13X,PS0M4
7603,910605,82,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7604,910605,390,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7605,910605,163,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7606,910605,110,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7607,910605,48,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7608,910605,216,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
7617,910605,62,Unspecified,,FEMALE,9,1961,Home Counties,MALE,9,1981,London,PS0M4,PS0M5
46705,920410,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1972,Irish,KE1PSUNK,PS0TU
46805,920411,0,Unspecified,,MALE,9,1972,Irish,UNKNOWN,9,1789,Irish,PS0TU,PS0TV
46806,920411,0,Unspecified,,UNKNOWN,9,1789,Irish,MALE,9,1972,Irish,PS0TV,PS0TU
47205,920416,0,  chatting/shopping/walking around.  ,,UNKNOWN,9,1789,UNK,MALE,9,1972,Irish,KE1PSUNK,PS0TU
47302,920416,0,  chatting/shopping/walking.  ,,UNKNOWN,9,1789,UNK,MALE,9,1972,Irish,KE1PSUNK,PS0TU
51603,920110,0,  just chatting  ,,MALE,9,1917,Central Midlands,MALE,9,1940,Home Counties,PS0A8,PS0AA
51903,920115,0,  visiting office where respondent used to work  ,,MALE,9,1917,Central Midlands,UNKNOWN,9,1789,UNK,PS0A8,KC3PSUNK
51904,920115,0,  visiting office where respondent used to work  ,,MALE,9,1917,Central Midlands,FEMALE,9,1917,Irish,PS0A8,PS0AG
42901,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
42902,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
42903,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
42905,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
42907,920221,0, having breakfast ,,MALE,9,1917,Canadian,FEMALE,9,1917,UNK,PS0KW,PS0KX
42908,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
42909,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
42910,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
42911,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
42912,920221,0, having breakfast ,,MALE,9,1917,Canadian,FEMALE,9,1917,UNK,PS0KW,PS0KX
42913,920221,0, having breakfast ,,FEMALE,9,1917,UNK,MALE,9,1917,Canadian,PS0KX,PS0KW
19603,911129,494, just finished lunch ,,FEMALE,9,1961,East Anglian,MALE,9,1961,East Anglian,PS0BY,PS0C1
19701,911204,834, driving from home to Wisbech ,,UNKNOWN,9,1789,UNK,FEMALE,9,1961,East Anglian,KC8PSUNK,PS0BY
19702,911204,570, driving from home to Wisbech ,,FEMALE,9,1961,East Anglian,UNKNOWN,9,1789,UNK,PS0BY,KC8PSUNK
19801,911206,2032, travelling from home to King's Lynn ,,FEMALE,9,1961,East Anglian,UNKNOWN,9,1789,UNK,PS0BY,KC8PSUNK
19802,911206,1503, shopping ,,FEMALE,9,1961,East Anglian,UNKNOWN,9,1789,UNK,PS0BY,KC8PSUNK
5701,910530,52,Unspecified,,MALE,9,1971,London,FEMALE,9,1971,London,PS028,PS0Y5
5702,910530,86,Unspecified,,MALE,9,1971,London,FEMALE,9,1971,London,PS028,PS0Y5
5703,910530,54,Unspecified,,FEMALE,9,1971,London,MALE,9,1971,London,PS0Y5,PS028
5704,910530,208,Unspecified,,MALE,9,1971,London,FEMALE,9,1971,London,PS028,PS0Y5
5705,910530,54,Unspecified,,MALE,9,1971,London,FEMALE,9,1971,London,PS028,PS0Y5
5706,910530,54,Unspecified,,MALE,9,1971,London,FEMALE,9,1971,London,PS028,PS0Y5
140202,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1789,UNK,PS5AW,PS540
17001,911130,557,  going to a football match  ,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
17002,911130,574,  going to a football match  ,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
17003,911130,214,  going to a football match  ,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
17004,911130,173,  going to a football match  ,,MALE,9,1981,London,MALE,9,1951,London,PS0HN,PS0HM
17005,911130,222,  going to a football match  ,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
17006,911130,548,  going to a football match  ,,MALE,9,1981,London,MALE,9,1951,London,PS0HN,PS0HM
17007,911130,41,  going to a football match  ,,MALE,9,1981,London,MALE,9,1951,London,PS0HN,PS0HM
17008,911130,306,  going to a football match  ,,MALE,9,1981,London,MALE,9,1951,London,PS0HN,PS0HM
17101,911130,409,  returning from a football match  ,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
17102,911130,152,  returning from a football match  ,,MALE,9,1981,London,MALE,9,1951,London,PS0HN,PS0HM
17103,911130,675,  returning from a football match  ,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
17105,911130,100,Unspecified,,MALE,9,1951,London,FEMALE,9,1951,UNK,PS0HM,PS0HP
17201,911130,1512,Unspecified,,FEMALE,9,1951,UNK,MALE,9,1951,London,PS0HP,PS0HM
17202,911130,400,Unspecified,,FEMALE,9,1951,UNK,MALE,9,1951,London,PS0HP,PS0HM
17604,911201,42,Unspecified,,MALE,9,1951,London,FEMALE,9,1951,UNK,PS0HM,PS0HP
17705,911202,16,Unspecified,,FEMALE,9,1951,UNK,MALE,9,1981,London,PS0HP,PS0HN
17712,911202,51,Unspecified,,FEMALE,9,1951,UNK,MALE,9,1981,London,PS0HP,PS0HN
17804,911202,46,Unspecified,,MALE,9,1981,London,MALE,9,1951,London,PS0HN,PS0HM
17805,911202,46,Unspecified,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
17806,911202,46,Unspecified,,MALE,9,1981,London,MALE,9,1951,London,PS0HN,PS0HM
17903,911204,15,Unspecified,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
17904,911204,26,Unspecified,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
18002,911204,46,Unspecified,,FEMALE,9,1951,UNK,MALE,9,1951,London,PS0HP,PS0HM
18004,911204,54,Unspecified,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
18005,911204,98,Unspecified,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
18006,911204,50,Unspecified,,MALE,9,1981,London,MALE,9,1951,London,PS0HN,PS0HM
18007,911205,17,Unspecified,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
18008,911205,45,Unspecified,,MALE,9,1951,London,MALE,9,1981,London,PS0HM,PS0HN
18012,911205,91,Unspecified,,FEMALE,9,1951,UNK,MALE,9,1981,London,PS0HP,PS0HN
18014,911205,40,Unspecified,,FEMALE,9,1951,UNK,MALE,9,1981,London,PS0HP,PS0HN
76202,920405,60,  reading aloud  ,,MALE,9,1982,Humberside,FEMALE,9,1952,Humberside,PS1BV,PS1BS
76302,920406,549,  helping children with homework  ,,MALE,9,1940,Humberside,MALE,9,1982,Humberside,PS1BT,PS1BV
76303,920406,492,  helping children with homework etcetera  ,,MALE,9,1940,Humberside,MALE,9,1982,Humberside,PS1BT,PS1BV
76305,920406,62,  going to bed  ,,MALE,9,1940,Humberside,FEMALE,9,1952,Humberside,PS1BT,PS1BS
76403,920408,966,  sitting in the garden  ,,MALE,9,1940,Humberside,FEMALE,9,1952,Humberside,PS1BT,PS1BS
76406,920410,0,  playing  ,,MALE,9,1982,Humberside,MALE,9,1982,Humberside,PS1BU,PS1BV
57002,920115,0,  playing computer  ,,MALE,9,1982,North-west Midlands,FEMALE,9,1952,Lancashire,PS1JH,PS1C1
57007,920115,0,Unspecified,,MALE,9,1952,North-west Midlands,FEMALE,9,1952,Lancashire,PS1JJ,PS1C1
139302,010101,0,Unspecified,,MALE,9,1789,Home Counties,UNKNOWN,9,1789,UNK,PS59U,KR1PSUNK
63003,920206,33,  talking to shopkeeper  ,,MALE,9,1917,Central Northern England,MALE,9,1917,Lancashire,PS1F1,PS1F4
67701,920131,366, travelling to work ,,FEMALE,9,1962,Scottish,FEMALE,9,1972,Scottish,PS561,PS560
67702,920131,129, office work ,,FEMALE,9,1972,Scottish,MALE,9,1962,Scottish,PS560,PS562
67703,920131,10, office work ,,FEMALE,9,1972,Scottish,MALE,9,1962,Scottish,PS560,PS562
67705,920131,142, office work ,,MALE,9,1962,Scottish,FEMALE,9,1972,Scottish,PS562,PS560
9702,911202,25,Unspecified,,FEMALE,9,1961,Central south-west England,FEMALE,9,1961,Central south-west England,PS0AL,PS0AJ
9706,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,FEMALE,9,1789,Central south-west England,PS0AP,PS0AJ
9804,911204,33,Unspecified,,FEMALE,9,1961,Central south-west England,FEMALE,9,1961,Central south-west England,PS0AL,PS0AJ
29802,920313,0,  taking dogs for walk  ,,FEMALE,9,1940,London,MALE,9,1940,North-west Midlands,PS0PP,PS0PN
29807,920313,0,  upholstery  ,,FEMALE,9,1962,Home Counties,MALE,9,1940,North-west Midlands,PS0R2,PS0PN
29808,920313,0,  talking to driver  ,,MALE,9,1940,Merseyside,MALE,9,1940,North-west Midlands,PS0R3,PS0PN
30501,920318,0,  walking dog  ,,MALE,9,1940,North-west Midlands,MALE,9,1917,South Midlands,PS0PN,PS0RK
30506,920318,0,Unspecified,,UNKNOWN,9,1789,UNK,MALE,9,1940,North-west Midlands,KDMPSUNK,PS0PN
30701,920319,0,  petrol  ,,UNKNOWN,9,1789,UNK,MALE,9,1940,North-west Midlands,KDMPSUNK,PS0PN
30702,920319,0,  working  ,,MALE,9,1940,North-west Midlands,MALE,9,1940,North-west Midlands,PS0PN,PS0PU
30703,920319,0,  working  ,,MALE,9,1940,North-west Midlands,FEMALE,9,1917,North-west Midlands,PS0PN,PS0S1
30705,920319,0,  working  ,,MALE,9,1940,North-west Midlands,FEMALE,9,1917,North-west Midlands,PS0PN,PS0PY
30706,920319,0,  working  ,,MALE,9,1940,North-west Midlands,FEMALE,9,1952,North-west Midlands,PS0PN,PS0S2
30709,920319,0,  working  ,,MALE,9,1940,Merseyside,MALE,9,1940,North-west Midlands,PS0R3,PS0PN
30710,920319,0,  working  ,,MALE,9,1940,North-west Midlands,MALE,9,1940,Merseyside,PS0PN,PS0PW
30712,920319,0,  working  ,,FEMALE,9,1917,London,MALE,9,1940,North-west Midlands,PS0PX,PS0PN
30713,920319,0,  working  ,,MALE,9,1940,North-west Midlands,FEMALE,9,1917,North-west Midlands,PS0PN,PS0S1
30715,920319,0,  working  ,,MALE,9,1940,North-west Midlands,FEMALE,9,1917,North-west Midlands,PS0PN,PS0S1
30717,920319,0,  working  ,,MALE,9,1940,North-west Midlands,FEMALE,9,1940,London,PS0PN,PS0PP
30718,920319,0,  working  ,,MALE,9,1940,North-west Midlands,MALE,9,1940,Merseyside,PS0PN,PS0PW
30721,920319,0,  working  ,,MALE,9,1940,North-west Midlands,MALE,9,1962,Merseyside,PS0PN,PS0RX
30722,920319,0,  working  ,,MALE,9,1940,North-west Midlands,MALE,9,1940,Merseyside,PS0PN,PS0R3
30723,920319,0,  working  ,,MALE,9,1940,North-west Midlands,FEMALE,9,1917,North-west Midlands,PS0PN,PS0RY
30724,920319,0,  working  ,,FEMALE,9,1917,North-west Midlands,MALE,9,1940,North-west Midlands,PS0PY,PS0PN
30725,920319,0,  working  ,,FEMALE,9,1940,North-west Midlands,MALE,9,1940,North-west Midlands,PS0PS,PS0PN
30729,920319,0,  working  ,,MALE,9,1952,Merseyside,MALE,9,1940,North-west Midlands,PS0R0,PS0PN
30732,920319,0,  working  ,,UNKNOWN,9,1789,UNK,MALE,9,1940,North-west Midlands,KDMPSUNK,PS0PN
30735,920319,0,  working  ,,MALE,9,1940,North-west Midlands,UNKNOWN,9,1789,UNK,PS0PN,KDMPSUNK
30736,920319,0,  mending car  ,,MALE,9,1940,North-west Midlands,MALE,9,1940,Merseyside,PS0PN,PS0PW
58001,920117,0, environmental science lecture ,,UNKNOWN,9,1789,North-west Midlands,UNKNOWN,9,1789,UNK,KBXPS001,KBXPSUNK
58701,920114,0, talking to friend ,,MALE,9,1940,North-west Midlands,UNKNOWN,9,1789,North-west Midlands,PS1DW,KBXPS000
58703,920113,0, religious discussion ,,MALE,9,1940,North-west Midlands,UNKNOWN,9,1789,UNK,PS1DW,KBXPSUNK
58704,920113,0, religious discussion ,,MALE,9,1940,North-west Midlands,UNKNOWN,9,1789,UNK,PS1DW,KBXPSUNK
58705,920110,0,Unspecified,,MALE,9,1940,North-west Midlands,UNKNOWN,9,1789,UNK,PS1DW,KBXPSUNK
59301,010101,0, talking to friend ,,UNKNOWN,9,1789,UNK,MALE,9,1789,North-west Midlands,KBXPSUNK,PS1DW
21401,920313,1268, getting ready in morning ,,UNKNOWN,9,1789,UNK,MALE,9,1962,North-west Midlands,KBVPSUNK,PS07K
21505,920313,19, having dinner ,,FEMALE,9,1962,North-east Midlands,MALE,9,1962,North-west Midlands,PS07L,PS07K
21602,920317,109, attending a course ,,MALE,9,1962,North-west Midlands,UNKNOWN,9,1789,UNK,PS07K,KBVPSUNK
142301,93,292,Unspecified,,UNKNOWN,9,1789,UNK,FEMALE,9,1973,Home Counties,KPHPSUNK,PS55T
142307,93,1637,Unspecified,,FEMALE,9,1973,Home Counties,FEMALE,9,1973,Home Counties,PS55U,PS55T
133301,010101,131,Unspecified,,MALE,9,1789,UNK,MALE,9,1789,UNK,PS58J,PS58H
133401,010101,48,Unspecified,,MALE,9,1789,UNK,FEMALE,9,1789,UNK,PS58H,PS6SN
133501,010101,142,Unspecified,,MALE,9,1789,UNK,FEMALE,9,1789,UNK,PS58H,PS6SP
131401,931019,1646,  reading  ,,FEMALE,9,1973,Home Counties,MALE,9,1973,Home Counties,PS57L,PS57M
22202,920314,426,  hearing 3 read  ,,FEMALE,9,1962,North-west Midlands,MALE,9,1982,North-east Midlands,PS087,PS089
22301,920314,625,  relaxing  ,,MALE,9,1952,North-east Midlands,FEMALE,9,1962,North-west Midlands,PS08A,PS087
22403,920315,199,  getting ready to go to library  ,,FEMALE,9,1962,North-west Midlands,MALE,9,1982,North-east Midlands,PS087,PS088
22507,920316,160,  talking after piano lesson  ,,FEMALE,9,1962,North-west Midlands,FEMALE,9,1962,North-east Midlands,PS087,PS0XK
22603,920317,37,  taking Tim to nursery  ,,FEMALE,9,1962,North-west Midlands,MALE,9,1982,North-east Midlands,PS087,PS088
22605,920317,54,  meeting 31  ,,FEMALE,9,1962,North-west Midlands,FEMALE,9,1917,North-west Midlands,PS087,PS0XR
22606,920317,1125,  collecting 3 for lunch  ,,FEMALE,9,1917,North-west Midlands,FEMALE,9,1962,North-west Midlands,PS0XR,PS087
22607,920317,183,  collecting 2 from nursery  ,,FEMALE,9,1962,North-west Midlands,MALE,9,1982,North-east Midlands,PS087,PS088
22906,920318,129,  helping in school  ,,UNKNOWN,9,1789,UNK,FEMALE,9,1962,North-west Midlands,KBWPSUNK,PS087
72303,920402,8, eating dinner ,,MALE,9,1972,North-west Midlands,FEMALE,9,1940,North-west Midlands,PS1BL,PS1BM
72304,920402,286, sitting down on a sofa ,,FEMALE,9,1972,North-west Midlands,MALE,9,1972,North-west Midlands,PS6P6,PS1BL
72305,920402,201, sitting down on a sofa ,,FEMALE,9,1972,North-west Midlands,MALE,9,1972,North-west Midlands,PS6P6,PS1BL
72306,920402,63, sitting down on a sofa ,,MALE,9,1972,North-west Midlands,FEMALE,9,1972,North-west Midlands,PS1BL,PS6P6
73003,920410,700, in kitchen ,,MALE,9,1972,North-west Midlands,FEMALE,9,1940,North-west Midlands,PS1BL,PS1BM
1102,010101,0,Unspecified,,UNKNOWN,9,1789,UNK,FEMALE,9,1789,UNK,KD5PSUNK,PS0JY
33901,920221,626,  cooking dinner  ,,MALE,9,1962,UNK,FEMALE,9,1962,UNK,PS0JX,PS0JY
