17201,"(0,)",He wants to do this rap thing doesn 't he ?,"[He/PRP, wants/VBZ, to/TO, do/VB, this/DT, rap/NN, thing/NN, doesn/JJ, 't/PRP, he/PRP, ?/.]",(ROOT (S (NP (PRP He)) (VP (VBZ wants) (S (VP (TO to) (VP (VB do) (S (NP (NP (DT this) (NN rap) (NN thing)) (ADJP (JJ doesn) (NP (PRP 't)))) (NP (PRP he))))))) (. ?)))
17201,"(323, 324, 325, 326)",Why were the shepherds on a hill side afraid ? this is quite a good one  shall I,"[Why/WRB, were/VBD, the/DT, shepherds/NNS, on/IN, a/DT, hill/NNP, side/NN, afraid/JJ, ?/., this/DT, is/VBZ, quite/RB, a/DT, good/JJ, one/CD, shall/MD, I/PRP]",(ROOT (SINV (SBARQ (WHADVP (WRB Why)) (SQ (VBD were) (NP (NP (DT the) (NNS shepherds)) (PP (IN on) (NP (NP (DT a) (NNP hill) (NN side)) (FRAG (ADJP (JJ afraid) (. ?))))) (SBAR (S (NP (DT this)) (VP (VBZ is) (ADVP (RB quite)) (NP (DT a) (JJ good) (CD one)))))))) (VP (MD shall)) (NP (PRP I))))
17201,"(327, 328)", that 'll be the lot .,"[that/DT, 'll/MD, be/VB, the/DT, lot/NN, ./.]",(ROOT (S (NP (DT that)) (VP (MD 'll) (VP (VB be) (NP (DT the) (NN lot)))) (. .)))
17201,"(329, 330, 331)",Erm  yeah  I expect the answers will be at the back .,"[Erm/NNP, yeah/UH, I/PRP, expect/VBP, the/DT, answers/NNS, will/MD, be/VB, at/IN, the/DT, back/NN, ./.]",(ROOT (S (NP (NP (NNP Erm)) (SBAR (S (INTJ (UH yeah)) (NP (PRP I)) (VP (VBP expect) (NP (DT the) (NNS answers)))))) (VP (MD will) (VP (VB be) (PP (IN at) (NP (DT the) (NN back))))) (. .)))
17201,"(332,)","Well I 'll do a I know I 'll do a Christmas section then , right ?","[Well/RB, I/PRP, 'll/MD, do/VB, a/DT, I/PRP, know/VBP, I/PRP, 'll/MD, do/VB, a/DT, Christmas/NNP, section/NN, then/RB, ,/,, right/NN, ?/.]","(ROOT (S (ADVP (RB Well)) (NP (PRP I)) (VP (MD 'll) (VP (VB do) (NP (DT a) (S (NP (PRP I)) (VP (VBP know) (SBAR (S (NP (PRP I)) (VP (MD 'll) (VP (VB do) (NP (DT a) (NNP Christmas) (NN section)) (ADVP (RB then)) (, ,) (ADVP (NN right))))))))))) (. ?)))"
17201,"(333, 334)",Mhm mm  there 's some answers ,"[Mhm/NNP, mm/NN, there/EX, 's/VBZ, some/DT, answers/NNS]",(ROOT (FRAG (NP (NP (NNP Mhm) (NN mm)) (SBAR (S (NP (EX there)) (VP (VBZ 's) (NP (DT some) (NNS answers))))))))
17201,"(335,)","Oh right ,","[Oh/UH, right/RB, ,/,]","(ROOT (PRN (UH Oh) (ADVP (RB right)) (, ,)))"
17201,"(336, 337)","Christmas clothes how you fill in the blanks , I saw something come sailing by , that 's quite good  Little Jack Horner sat in the corner eating his","[Christmas/NNP, clothes/NNS, how/WRB, you/PRP, fill/VBP, in/IN, the/DT, blanks/NNS, ,/,, I/PRP, saw/VBD, something/NN, come/VBN, sailing/NN, by/IN, ,/,, that/DT, 's/VBZ, quite/RB, good/JJ, Little/JJ, Jack/NNP, Horner/NNP, sat/VBD, in/IN, the/DT, corner/NN, eating/VBG, his/PRP$]","(ROOT (S (NP (NP (NNP Christmas) (NNS clothes)) (SBAR (WHADVP (WRB how)) (S (S (NP (PRP you)) (VP (VBP fill) (PP (IN in) (NP (DT the) (NNS blanks))))) (, ,) (S (NP (PRP I)) (VP (VBD saw) (NP (NP (NN something)) (VP (VBN come) (NP (NN sailing)) (PP (IN by)))))) (, ,) (S (NP (DT that)) (VP (VBZ 's) (NP (ADJP (RB quite) (JJ good)) (JJ Little) (NNP Jack) (NNP Horner))))))) (VP (VBD sat) (PP (IN in) (NP (NP (DT the) (NN corner)) (VP (VBG eating) (NP (PRP$ his))))))))"
17201,"(338,)","Who 'd have put Michelle with this , little bit unfair to put Michelle to put between them .","[Who/WP, 'd/MD, have/VB, put/VBN, Michelle/NNP, with/IN, this/DT, ,/,, little/JJ, bit/NN, unfair/JJ, to/TO, put/VB, Michelle/NNP, to/TO, put/VB, between/IN, them/PRP, ./.]","(ROOT (SBARQ (WHNP (WP Who)) (SQ (VP (MD 'd) (VP (VB have) (VP (VBN put) (NP (NNP Michelle)) (PP (IN with) (NP (NP (DT this)) (, ,) (NP (NP (JJ little) (NN bit)) (ADJP (JJ unfair) (S (VP (TO to) (VP (VB put) (S (NP (NNP Michelle)) (VP (TO to) (VP (VB put) (PP (IN between) (NP (PRP them))))))))))))))))) (. .)))"
17201,"(339,)",Mutty .,"[Mutty/NN, ./.]",(ROOT (NP (NN Mutty) (. .)))
17201,"(340,)","That should be alright then , shouldn 't it ?","[That/DT, should/MD, be/VB, alright/JJ, then/RB, ,/,, shouldn/NN, 't/PRP, it/PRP, ?/.]","(ROOT (S (S (NP (DT That)) (VP (MD should) (VP (VB be) (ADJP (JJ alright))))) (RB then) (, ,) (S (NP (NP (NN shouldn)) (NP (PRP 't))) (NP (PRP it))) (. ?)))"
17201,"(341,)",And she 's got a child in that book .,"[And/CC, she/PRP, 's/VBZ, got/VBD, a/DT, child/NN, in/IN, that/DT, book/NN, ./.]",(ROOT (S (CC And) (NP (PRP she)) (VP (VBZ 's) (VP (VBD got) (NP (DT a) (NN child)) (PP (IN in) (NP (DT that) (NN book))))) (. .)))
17201,"(342,)",Oh right .,"[Oh/UH, right/RB, ./.]",(ROOT (S (VP (NP (INTJ (UH Oh)) (NP (RB right)))) (. .)))
17201,"(343, 344, 345, 346)","Mu-   , Michelle , Mutty and Michael  but on the other hand  Michael might have to budge  You can change it all I","[Mu-/NN, ,/,, Michelle/NNP, ,/,, Mutty/NN, and/CC, Michael/NNP, but/CC, on/IN, the/DT, other/JJ, hand/NN, Michael/NNP, might/MD, have/VB, to/TO, budge/VB, You/PRP, can/MD, change/VB, it/PRP, all/DT, I/PRP]","(ROOT (SBAR (UCP (NP (NP (NN Mu-)) (, ,) (NP (NNP Michelle)) (, ,) (NP (NN Mutty)) (CC and) (NP (NNP Michael))) (CC but) (PP (IN on) (NP (DT the) (JJ other) (NN hand)))) (S (NP (NNP Michael)) (VP (MD might) (VP (VB have) (S (VP (TO to) (VP (VB budge) (SBAR (S (NP (PRP You)) (VP (MD can) (VP (VB change) (S (NP (PRP it)) (ADVP (DT all)) (NP (PRP I)))))))))))))))"
17201,"(347,)",Done it whe- who 's Paul with ?,"[Done/VBN, it/PRP, whe-/JJ, who/WP, 's/VBZ, Paul/NNP, with/IN, ?/.]",(ROOT (S (VP (VBN Done) (S (NP (PRP it)) (ADJP (JJ whe-)) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (NP (NNP Paul)) (PP (IN with))))))) (. ?)))
17201,"(348,)",With a  ,"[With/IN, a/DT]",(ROOT (PP (IN With) (NP (DT a))))
17201,"(349,)","No , Paul should go with","[No/DT, ,/,, Paul/NNP, should/MD, go/VB, with/IN]","(ROOT (S (NP (NP (DT No)) (, ,) (NP (NNP Paul))) (VP (MD should) (VP (VB go) (PP (IN with))))))"
17201,"(350,)",Michelle and Mutty .,"[Michelle/NNP, and/CC, Mutty/NNP, ./.]",(ROOT (NP (NNP Michelle) (CC and) (NNP Mutty) (. .)))
17201,"(351,)","Mrs Michelle and Mutty , balance it up .","[Mrs/NNP, Michelle/NNP, and/CC, Mutty/NNP, ,/,, balance/NN, it/PRP, up/RP, ./.]","(ROOT (NP (NP (NNP Mrs) (NNP Michelle) (CC and) (NNP Mutty)) (, ,) (NP (NP (NN balance)) (NP (NP (PRP it)) (ADVP (RP up)))) (. .)))"
17201,"(352,)",Andrew and Carole   you 're sure they 've got to  ,"[Andrew/NNP, and/CC, Carole/NNP, you/PRP, 're/VBP, sure/JJ, they/PRP, 've/VBP, got/VBN, to/TO]",(ROOT (FRAG (NP (NP (NNP Andrew) (CC and) (NNP Carole)) (SBAR (S (NP (PRP you)) (VP (VBP 're) (ADJP (JJ sure) (SBAR (S (NP (PRP they)) (VP (VBP 've) (VP (VBN got) (S (VP (TO to))))))))))))))
17201,"(353,)","Andrew and Carole yes , Andrew and Carole , fine .","[Andrew/NNP, and/CC, Carole/NNP, yes/NNP, ,/,, Andrew/NNP, and/CC, Carole/NNP, ,/,, fine/NN, ./.]","(ROOT (NP (NP (NNP Andrew) (CC and) (NNP Carole) (NNP yes)) (, ,) (NP (NP (NNP Andrew) (CC and) (NNP Carole)) (, ,) (NP (NN fine))) (. .)))"
17201,"(354, 355)",What goes  oh oh oh ?,"[What/WDT, goes/VBZ, oh/UH, oh/UH, oh/UH, ?/.]",(ROOT (FRAG (SBAR (WHNP (WDT What)) (S (VP (VBZ goes) (UH oh) (INTJ (UH oh) (UH oh))))) (. ?)))
17201,"(356,)",Father Christmas laughing backwards .,"[Father/NNP, Christmas/NNP, laughing/VBG, backwards/RB, ./.]",(ROOT (NP (NP (NNP Father) (NNP Christmas)) (VP (VBG laughing) (ADVP (RB backwards))) (. .)))
17201,"(357,)","You could put that as in as bu- bum question couldn 't you , see if anybody gets it , right ?","[You/PRP, could/MD, put/VB, that/DT, as/IN, in/IN, as/IN, bu-/JJ, bum/NNP, question/NN, couldn/NN, 't/PRP, you/PRP, ,/,, see/VB, if/IN, anybody/NN, gets/VBZ, it/PRP, ,/,, right/RB, ?/.]","(ROOT (S (NP (PRP You)) (VP (MD could) (VP (VB put) (S (NP (NP (DT that)) (PP (IN as) (PP (IN in) (PP (IN as) (NP (JJ bu-) (NNP bum) (NN question) (NN couldn) (NP (PRP 't))))))) (NP (PRP you)))) (, ,) (VP (VB see) (SBAR (IN if) (S (NP (NN anybody)) (VP (VBZ gets) (NP (PRP it)) (, ,) (ADVP (RB right))))))) (. ?)))"
17201,"(358, 359)","Postman , I have a Christmas parcel but the name on it is obliterated  can 't be for me then , my   name 's Jones   .","[Postman/NNP, ,/,, I/PRP, have/VBP, a/DT, Christmas/NNP, parcel/NNP, but/CC, the/DT, name/NN, on/IN, it/PRP, is/VBZ, obliterated/VBN, can/MD, 't/PRP, be/VB, for/IN, me/PRP, then/RB, ,/,, my/PRP$, name/NN, 's/POS, Jones/NNP, ./.]","(ROOT (S (NP (NNP Postman)) (, ,) (NP (PRP I)) (VP (VBP have) (NP (NP (DT a) (NNP Christmas) (NNP parcel)) (PP (CC but) (NP (DT the) (NN name)))) (PP (IN on) (PRN (S (NP (PRP it)) (VP (VBZ is) (VP (VBN obliterated) (SBAR (SINV (MD can) (NP (PRP 't)) (VP (VB be) (PP (IN for) (NP (PRP me))) (ADVP (RB then)))))))) (, ,)) (NP (NP (PRP$ my) (NN name) (POS 's)) (NNP Jones)))) (. .)))"
17201,"(360, 361, 362, 363, 364, 365)","So what is the best way to do , that where you ask the questions , now  they did  if you could help me out is the when  you do one section  an- you hand all your papers in  somebody else marks them","[So/RB, what/WP, is/VBZ, the/DT, best/JJS, way/NN, to/TO, do/VB, ,/,, that/IN, where/WRB, you/PRP, ask/VBP, the/DT, questions/NNS, ,/,, now/RB, they/PRP, did/VBD, if/IN, you/PRP, could/MD, help/VB, me/PRP, out/RP, is/VBZ, the/DT, when/WRB, you/PRP, do/VBP, one/CD, section/NN, an-/NN, you/PRP, hand/VBP, all/DT, your/PRP$, papers/NNS, in/IN, somebody/NN, else/RB, marks/VBZ, them/PRP]","(ROOT (FRAG (ADVP (RB So)) (SBAR (WHNP (WP what)) (S (VP (VBZ is) (NP (NP (DT the) (JJS best) (NN way)) (SBAR (S (VP (TO to) (VP (VB do)))))) (, ,) (SBAR (IN that) (S (S (SBAR (WHADVP (WRB where)) (S (NP (PRP you)) (VP (VBP ask) (NP (DT the) (NNS questions))))) (, ,) (ADVP (RB now)) (NP (PRP they)) (VP (VBD did) (SBAR (IN if) (S (NP (PRP you)) (VP (MD could) (VP (VB help) (NP (PRP me)) (PRT (RP out)))))))) (VP (VBZ is) (NP (NP (DT the)) (SBAR (WHADVP (WRB when)) (S (NP (PRP you)) (VP (VBP do) (SBAR (S (NP (NP (CD one) (NN section) (NN an-)) (SBAR (S (NP (PRP you)) (VP (VBP hand) (NP (DT all) (PRP$ your) (NNS papers)) (PP (IN in) (NP (NN somebody) (RB else))))))) (VP (VBZ marks) (NP (PRP them)))))))))))))))))"
17201,"(366,)","Well you don 't need a lot of room , yeah just pass it around  ","[Well/RB, you/PRP, don/VBP, 't/PRP, need/VB, a/DT, lot/NN, of/IN, room/NN, ,/,, yeah/UH, just/RB, pass/VB, it/PRP, around/IN]","(ROOT (FRAG (ADVP (RB Well)) (NP (NP (PRP you)) (SBAR (S (VP (VBP don) (S (NP (PRP 't)) (VP (VB need) (NP (NP (DT a) (NN lot)) (PP (IN of) (NP (NN room)))))) (, ,) (S (INTJ (UH yeah)) (VP (ADVP (RB just)) (VB pass) (NP (NP (PRP it)) (ADVP (IN around)))))))))))"
17201,"(367,)",Ah but no what they did is somebody else marks them while the- the next round was going on for,"[Ah/NN, but/CC, no/DT, what/WP, they/PRP, did/VBD, is/VBZ, somebody/NN, else/RB, marks/VBZ, them/PRP, while/IN, the-/NN, the/DT, next/JJ, round/NN, was/VBD, going/VBG, on/IN, for/IN]",(ROOT (S (NP (NP (NN Ah) (CC but) (DT no)) (SBAR (WHNP (WP what)) (S (NP (PRP they)) (VP (VBD did))))) (VP (VBZ is) (NP (NP (NN somebody) (RB else)) (SBAR (S (VP (VBZ marks) (NP (PRP them)) (SBAR (IN while) (S (NP (NP (NN the-)) (NP (DT the) (JJ next) (NN round))) (VP (VBD was) (VP (VBG going) (PP (IN on) (PP (IN for))))))))))))))
17201,"(368,)",Well no you it 'd have to be you,"[Well/RB, no/DT, you/PRP, it/PRP, 'd/MD, have/VB, to/TO, be/VB, you/PRP]",(ROOT (FRAG (ADVP (RB Well)) (NP (NP (DT no) (PRP you)) (SBAR (S (NP (PRP it)) (VP (MD 'd) (VP (VB have) (S (VP (TO to) (VP (VB be) (NP (PRP you))))))))))))
17201,"(369,)",and then they announced,"[and/CC, then/RB, they/PRP, announced/VBD]",(ROOT (FRAG (CC and) (NP (NP (RB then)) (SBAR (S (NP (PRP they)) (VP (VBD announced)))))))
17201,"(370, 371)","that marked it , you couldn 't do that  you 'd","[that/DT, marked/VBD, it/PRP, ,/,, you/PRP, couldn/VBP, 't/PRP, do/VB, that/DT, you/PRP, 'd/MD]","(ROOT (S (SBAR (WHNP (DT that)) (S (VP (VBD marked) (NP (PRP it))))) (, ,) (NP (PRP you)) (VP (VBP couldn) (S (NP (PRP 't)) (VP (VB do) (SBAR (WHNP (DT that)) (S (NP (PRP you)) (VP (MD 'd)))))))))"
17201,"(372,)",could,[could/MD],(ROOT (FRAG (VP (MD could))))
17201,"(373, 374)",have to pass them round and mark them instantly  then start the next section .,"[have/VB, to/TO, pass/VB, them/PRP, round/JJ, and/CC, mark/VBP, them/PRP, instantly/RB, then/RB, start/VB, the/DT, next/JJ, section/NN, ./.]",(ROOT (S (VP (VP (VB have) (S (VP (TO to) (VP (VB pass) (S (NP (PRP them)) (ADJP (JJ round))))))) (CC and) (VP (VBP mark) (SBAR (S (NP (PRP them)) (ADVP (RB instantly)) (VP (ADVP (RB then)) (VB start) (NP (DT the) (JJ next) (NN section))))))) (. .)))
17201,"(375,)","Would you , why ?","[Would/MD, you/PRP, ,/,, why/WRB, ?/.]","(ROOT (SQ (MD Would) (NP (PRP you)) (, ,) (VP (WRB why)) (. ?)))"
17201,"(376,)",Well cos what person could then be lying around waiting to mark the answers ?,"[Well/RB, cos/NN, what/WDT, person/NN, could/MD, then/RB, be/VB, lying/VBG, around/IN, waiting/VBG, to/TO, mark/VB, the/DT, answers/NNS, ?/.]",(ROOT (FRAG (ADVP (RB Well)) (NP (NP (NN cos)) (SBAR (WHNP (WDT what) (NN person)) (S (VP (MD could) (RB then) (VP (VB be) (VP (VBG lying) (PP (IN around) (S (VP (VBG waiting) (S (VP (TO to) (VP (VB mark) (NP (DT the) (NNS answers)))))))))))))) (. ?)))
17201,"(377,)",Oh I see yes .,"[Oh/UH, I/PRP, see/VBP, yes/RB, ./.]",(ROOT (S (S (INTJ (UH Oh)) (NP (PRP I)) (VP (VBP see) (NP (RB yes)))) (. .)))
17201,"(378,)",You 've only got one quiz master .,"[You/PRP, 've/VBP, only/RB, got/VBN, one/CD, quiz/NN, master/NN, ./.]",(ROOT (S (NP (PRP You)) (VP (VBP 've) (ADVP (RB only)) (VP (VBN got) (NP (CD one) (NN quiz) (NN master)))) (. .)))
17201,"(379, 380, 381)","Oh I see , yes , that 's right  Well let them mark their own  I mean who 's gonna cheat ?","[Oh/UH, I/PRP, see/VBP, ,/,, yes/UH, ,/,, that/DT, 's/VBZ, right/RB, Well/RB, let/VB, them/PRP, mark/VB, their/PRP$, own/JJ, I/PRP, mean/VBP, who/WP, 's/VBZ, gonna/NNP, cheat/VB, ?/.]","(ROOT (S (S (INTJ (UH Oh)) (NP (PRP I)) (VP (VBP see) (, ,) (S (INTJ (UH yes)) (, ,) (NP (DT that)) (VP (VBZ 's) (ADJP (RB right)) (S (INTJ (RB Well)) (VP (VB let) (S (NP (PRP them)) (VP (VB mark) (NP (PRP$ their) (JJ own)))))))))) (NP (PRP I)) (VP (VBP mean) (SBAR (WHNP (WP who)) (S (VP (VBZ 's) (S (NP (NNP gonna)) (VP (VB cheat))))))) (. ?)))"
17201,"(382,)",Alright,[Alright/JJ],(ROOT (ADJP (JJ Alright)))
17201,"(383,)","It 's a bit confusing innit , swapping the papers round ?","[It/PRP, 's/VBZ, a/DT, bit/NN, confusing/JJ, innit/NN, ,/,, swapping/VBG, the/DT, papers/NNS, round/NN, ?/.]","(ROOT (S (NP (PRP It)) (VP (VBZ 's) (NP (NP (DT a) (ADJP (NN bit) (JJ confusing)) (NN innit)) (, ,) (VP (VBG swapping) (NP (DT the) (NNS papers) (NN round))))) (. ?)))"
17201,"(384,)",Where 's the plum in this plum pudding ?,"[Where/WRB, 's/VBZ, the/DT, plum/NN, in/IN, this/DT, plum/NN, pudding/NN, ?/.]",(ROOT (SBARQ (WHADVP (WRB Where)) (SQ (VBZ 's) (NP (NP (DT the) (NN plum)) (PP (IN in) (NP (DT this) (NN plum) (NN pudding))))) (. ?)))
17201,"(385, 386)","Would you expect to find a dog in the plum pudding  Milly , what did you get that ten P for ?","[Would/MD, you/PRP, expect/VB, to/TO, find/VB, a/DT, dog/NN, in/IN, the/DT, plum/NN, pudding/NN, Milly/NNP, ,/,, what/WP, did/VBD, you/PRP, get/VB, that/DT, ten/CD, P/NN, for/IN, ?/.]","(ROOT (SQ (MD Would) (NP (PRP you)) (VP (VB expect) (S (VP (TO to) (VP (VB find) (NP (DT a) (NN dog)) (PP (IN in) (NP (DT the) (NN plum) (NN pudding))) (NP (NP (NNP Milly)) (, ,) (SBAR (WHNP (WP what)) (S (VP (VBD did) (S (NP (PRP you)) (VP (VB get) (NP (DT that) (CD ten) (NN P)) (PP (IN for)))))))))))) (. ?)))"
17201,"(387,)","Tilly , carol singing , Milly , and what did you fifty P for ?","[Tilly/NNP, ,/,, carol/NNP, singing/NN, ,/,, Milly/NNP, ,/,, and/CC, what/WP, did/VBD, you/PRP, fifty/CD, P/NN, for/IN, ?/.]","(ROOT (NP (NP (NNP Tilly)) (, ,) (NP (NP (NNP carol) (NN singing)) (, ,) (UCP (NP (NNP Milly)) (, ,) (CC and) (SBAR (WHNP (WP what)) (S (VP (VBD did) (NP (PRP you)) (ADVP (NP (CD fifty) (NN P)) (IN for))))))) (. ?)))"
17201,"(388, 389)","Tilly , stopping  Right I won 't look at the answers .","[Tilly/NNP, ,/,, stopping/VBG, Right/NN, I/PRP, won/VBD, 't/PRP, look/VB, at/IN, the/DT, answers/NNS, ./.]","(ROOT (S (NP (NNP Tilly)) (, ,) (S (VP (VBG stopping) (S (NP (NN Right)) (NP (PRP I))))) (VP (VBD won) (S (NP (PRP 't)) (VP (VB look) (PP (IN at) (NP (DT the) (NNS answers)))))) (. .)))"
17201,"(390,)",Now I can 't go oh no !,"[Now/RB, I/PRP, can/MD, 't/PRP, go/VB, oh/UH, no/DT, !/.]",(ROOT (S (ADVP (RB Now)) (NP (PRP I)) (VP (MD can) (NP (PRP 't)) (S (VP (VB go) (NP (INTJ (UH oh)) (NP (DT no)))))) (. !)))
17201,"(391,)",What ?,"[What/WDT, ?/.]",(ROOT (FRAG (WHNP (WDT What)) (. ?)))
17201,"(392,)","I can 't give that oh oh oh , can I , cos you 're in the blinking quiz !","[I/PRP, can/MD, 't/PRP, give/VB, that/DT, oh/UH, oh/UH, oh/UH, ,/,, can/MD, I/PRP, ,/,, cos/NNP, you/PRP, 're/VBP, in/IN, the/DT, blinking/RB, quiz/NN, !/.]","(ROOT (S (S (NP (PRP I)) (PRN (SINV (MD can) (NP (PRP 't)) (VP (VB give) (NP (NP (DT that)) (FRAG (INTJ (UH oh) (UH oh)))) (NP (UH oh)))) (, ,)) (VP (MD can) (VP (NP (PRP I))))) (, ,) (NP (NNP cos) (PRP you)) (VP (VBP 're) (PP (IN in) (NP (DT the) (ADJP (RB blinking)) (NN quiz)))) (. !)))"
17201,"(393,)",Come here !,"[Come/VBN, here/RB, !/.]",(ROOT (FRAG (PP (VBN Come) (NP (RB here))) (. !)))
17201,"(394, 395)","That says staff library , please return on it  I didn 't look it , I didn 't look at any answers for the questions .","[That/DT, says/VBZ, staff/NN, library/NN, ,/,, please/VB, return/VB, on/IN, it/PRP, I/PRP, didn/VBP, 't/PRP, look/VB, it/PRP, ,/,, I/PRP, didn/VBP, 't/PRP, look/VB, at/IN, any/DT, answers/NNS, for/IN, the/DT, questions/NNS, ./.]","(ROOT (S (S (NP (DT That)) (VP (VP (VBZ says) (NP (NN staff) (NN library))) (PRN (, ,) (INTJ (VB please))) (VP (VB return) (PP (IN on) (NP (PRP it))) (SBAR (S (NP (PRP I)) (VP (VBP didn) (S (NP (PRP 't)) (VP (VB look) (NP (PRP it)))))))))) (, ,) (NP (PRP I)) (VP (VBP didn) (S (NP (PRP 't)) (VP (VB look) (PP (IN at) (NP (NP (DT any) (NNS answers)) (PP (IN for) (NP (DT the) (NNS questions)))))))) (. .)))"
17201,"(396, 397)","Can 't do the oh oh , that was funny  now you 'll know it !","[Can/MD, 't/PRP, do/VB, the/DT, oh/NN, oh/NN, ,/,, that/WDT, was/VBD, funny/JJ, now/RB, you/PRP, 'll/MD, know/VB, it/PRP, !/.]","(ROOT (SQ (MD Can) (NP (PRP 't)) (VP (VB do) (NP (NP (DT the) (NN oh) (NN oh)) (, ,) (SBAR (WHNP (WDT that)) (S (VP (VBD was) (ADJP (JJ funny)) (SBAR (RB now) (S (NP (PRP you)) (VP (MD 'll) (VP (VB know) (NP (PRP it))))))))))) (. !)))"
17201,"(398,)","You are daft , honestly !","[You/PRP, are/VBP, daft/NNP, ,/,, honestly/RB, !/.]","(ROOT (S (NP (PRP You)) (VP (VBP are) (NP (NNP daft)) (, ,) (ADVP (RB honestly))) (. !)))"
17201,"(399,)",Well you could just leave it out !,"[Well/RB, you/PRP, could/MD, just/RB, leave/VB, it/PRP, out/RP, !/.]",(ROOT (S (ADVP (RB Well)) (NP (PRP you)) (VP (MD could) (ADVP (RB just)) (VP (VB leave) (NP (PRP it)) (PRT (RP out)))) (. !)))
17201,"(400, 401, 402)",What do you me- why am I daft  it wasn 't one of,"[What/WP, do/VBP, you/PRP, me-/JJ, why/WRB, am/VBP, I/PRP, daft/VB, it/PRP, wasn/VB, 't/PRP, one/CD, of/IN]",(ROOT (SBAR (WHNP (WP What)) (S (VP (VBP do) (S (NP (PRP you)) (ADJP (JJ me-)) (SBAR (WHADVP (WRB why)) (S (VP (VBP am) (S (NP (PRP I)) (VP (VB daft) (S (NP (PRP it)) (VP (VB wasn) (NP (PRP 't)) (ADVP (NP (CD one)) (IN of))))))))))))))
17201,"(403,)",You,[You/PRP],(ROOT (FRAG (NP (PRP You))))
17201,"(404,)","the questions , it was one of the jokes !","[the/DT, questions/NNS, ,/,, it/PRP, was/VBD, one/CD, of/IN, the/DT, jokes/NNS, !/.]","(ROOT (S (NP (DT the) (NNS questions)) (, ,) (NP (PRP it)) (VP (VBD was) (NP (NP (CD one)) (PP (IN of) (NP (DT the) (NNS jokes))))) (. !)))"
17201,"(405,)",You didn 't say stop reading out the jokes .,"[You/PRP, didn/VBP, 't/PRP, say/VB, stop/VB, reading/VBG, out/IN, the/DT, jokes/NNS, ./.]",(ROOT (S (NP (PRP You)) (VP (VBP didn) (S (NP (PRP 't)) (VP (VB say) (VP (VB stop) (S (VP (VBG reading) (PP (IN out) (NP (DT the) (NNS jokes))))))))) (. .)))
17201,"(406,)"," I wouldn 't ever stop , cos you  ","[I/PRP, wouldn/VBP, 't/PRP, ever/RB, stop/VB, ,/,, cos/NNP, you/PRP]","(ROOT (S (NP (PRP I)) (VP (VBP wouldn) (SBAR (S (NP (PRP 't)) (ADVP (RB ever)) (VP (VP (VB stop)) (, ,) (NP (NP (NNP cos)) (SBAR (S (NP (PRP you)))))))))))"
17201,"(407,)"," well how would you have known then , you wouldn 't have waded through the whole book looking for it , would you ?","[well/RB, how/WRB, would/MD, you/PRP, have/VB, known/VBN, then/RB, ,/,, you/PRP, wouldn/VBP, 't/PRP, have/VB, waded/VBN, through/IN, the/DT, whole/JJ, book/NN, looking/VBG, for/IN, it/PRP, ,/,, would/MD, you/PRP, ?/.]","(ROOT (SBARQ (WHADVP (RB well) (WRB how)) (SQ (MD would) (NP (PRP you)) (VP (VB have) (VP (VBN known) (S (ADVP (RB then)) (, ,) (NP (PRP you)) (VP (VBP wouldn) (S (NP (PRP 't)) (VP (VB have) (VP (VP (VBN waded) (PP (IN through) (NP (NP (DT the) (JJ whole) (NN book)) (VP (VBG looking) (PP (IN for) (NP (PRP it))))))) (, ,) (VP (MD would)) (NP (PRP you)))))))))) (. ?)))"
17201,"(408, 409)","There aren 't the hours in the day , ten to eleven , your Mum 's coming at  half past twelve .","[There/EX, aren/NNP, 't/PRP, the/DT, hours/NNS, in/IN, the/DT, day/NN, ,/,, ten/CD, to/TO, eleven/CD, ,/,, your/PRP$, Mum/NN, 's/POS, coming/VBG, at/IN, half/DT, past/JJ, twelve/CD, ./.]","(ROOT (S (NP (EX There)) (VP (S (NP (NP (NNP aren)) (ADJP (NP (PRP 't)) (NP (NP (NP (DT the) (NNS hours)) (PP (IN in) (NP (NP (DT the) (NN day)) (, ,) (ADVP (CD ten) (TO to) (CD eleven))))) (, ,) (NP (NP (NP (PRP$ your) (NN Mum) (POS 's)) (VBG coming)) (PP (IN at) (NP (DT half) (JJ past) (CD twelve))))))))) (. .)))"
17201,"(410,)",Half past twelve .,"[Half/DT, past/JJ, twelve/CD, ./.]",(ROOT (NP (NP (QP (DT Half))) (PP (JJ past) (NP (CD twelve))) (. .)))
17201,"(411,)","Knowing her , quarter past twelve .","[Knowing/VBG, her/PRP, ,/,, quarter/NN, past/JJ, twelve/CD, ./.]","(ROOT (S (VP (VBG Knowing) (NP (PRP her)) (, ,) (PP (NP (NN quarter)) (JJ past) (NP (CD twelve)))) (. .)))"
17201,"(412,)",So I 'll take from whatever you gi-  can 't get caught for that one .,"[So/IN, I/PRP, 'll/MD, take/VB, from/IN, whatever/WDT, you/PRP, gi-/NN, can/MD, 't/PRP, get/VB, caught/VBN, for/IN, that/DT, one/CD, ./.]",(ROOT (S (IN So) (NP (PRP I)) (VP (MD 'll) (VP (VB take) (PP (IN from) (SBARQ (WHNP (WDT whatever) (NP (NP (PRP you)) (NP (NN gi-)))) (SQ (MD can) (NP (PRP 't)) (VP (VB get) (VP (VBN caught) (PP (IN for) (NP (DT that) (CD one)))))))))) (. .)))
